model_name,seed,MAPE,NNSE,WI,R,R2,KGE
GD-MLP,11,1.0,0.5254297256330904,0.23569521098434287,0.6170557720159735,0.09679591539077881,0.016135043855289855
GD-MLP,18,1.0,0.4819230524661591,0.31624027381610054,0.17647850196507892,-0.0750200574192712,-0.23174157920705984
GD-MLP,15,1.0,0.48328875872646576,0.1220212485081612,-0.17403049783536642,-0.0691563417182337,-0.45402075138440434
GD-MLP,21,1.0,0.5078443940665472,0.2562026613466847,0.19628593540997197,0.03089290403989109,-0.1453494111508813
GD-MLP,10,1.0,0.5318504423168204,0.3334858287420931,0.48502499495817847,0.11977217571945642,0.03345112479937762
GD-MLP,12,1.0,0.47928820777581205,0.035410825861158624,-0.5212121312725908,-0.08642729734705212,-0.7789620371444077
GD-MLP,24,1.0,0.49623637853741775,0.21715477721540433,0.0849851947061286,-0.015168664069631577,-0.24340617455271452
GD-MLP,25,1.0,0.47374667382854063,0.2381659571527146,-0.19511500466447346,-0.11083276198773251,-0.495738592222015
GD-MLP,30,1.0,0.4926825838580223,0.3571593420017136,0.137797882045284,-0.02970438323464797,-0.07593588205408675
GD-MLP,42,1.0,0.46870566256849366,0.29023651074157764,-0.08596865824089732,-0.13353513699840658,-0.39415083046332144
Adadelta-MLP,11,1.0,0.7381914196157574,0.8891089873590791,0.804941732027695,0.6453378169573971,0.7506876856782451
Adadelta-MLP,10,1.0,0.7330053360280421,0.8853306743273555,0.798921893550597,0.6357534511021026,0.7498183335935269
Adadelta-MLP,12,1.0,0.7277537789848277,0.8785992064586727,0.8031129871551735,0.6259088872132836,0.756613397125875
Adadelta-MLP,18,1.0,0.7355824078217678,0.8833896236929974,0.8018894490423254,0.6405330125264486,0.71488959461976
Adadelta-MLP,15,1.0,0.7385856506043768,0.8838487792378731,0.8060319294828941,0.6460608878852294,0.7053471823921763
Adadelta-MLP,21,1.0,0.7327681252173815,0.8818515028593432,0.8046308180378812,0.6353118188603771,0.7570408251025965
Adadelta-MLP,25,1.0,0.7363314383600037,0.882701797127963,0.8014777983071852,0.6419159254869615,0.7203970608427943
