model_name,seed,MAPE,NNSE,WI,R,R2,KGE
GA-MLP,10,0.6114260328849643,0.6263501054494077,0.7841530278771586,0.6475608559944119,0.4034488199175803,0.5805338309246603
GA-MLP,11,0.6664612032466922,0.5874501889663094,0.7791367489438848,0.6193970758723659,0.297728013740837,0.610724499179542
GA-MLP,12,0.686782253040038,0.6155230251700715,0.7490592709103515,0.6145105381706196,0.37536540615406566,0.48051271004002394
GA-MLP,15,0.6534045036963901,0.6289030648734218,0.7750399778759897,0.6424449475433197,0.40992983521034654,0.5177025183322932
GA-MLP,18,0.6602789664721265,0.611313055385945,0.7805575379288867,0.6311076370703941,0.3641769283519356,0.5458179975802704
GA-MLP,21,0.6120171079919324,0.639881185837774,0.793702527866061,0.6645082086720616,0.43720987250041565,0.5690295300082397
GA-MLP,24,0.61410590165138,0.6377034552316719,0.8246050282596832,0.6834630323522378,0.43187300963155506,0.657634198986137
GA-MLP,25,0.649672186637383,0.6330216034926728,0.787599244343828,0.652648645402092,0.4202750830579276,0.5526975605079367
GA-MLP,30,0.6588078418934412,0.6093582682924246,0.740749197498966,0.6030115572101198,0.35892929983168675,0.48774125245826194
GA-MLP,42,0.6436226444271953,0.6302892085803827,0.7580247897527959,0.6430563436200925,0.41342674698123616,0.48796121187645114
JADE-MLP,10,0.5725412297348169,0.6513235498105467,0.8153841112441624,0.6884348266704764,0.4646647579519054,0.6263960376772444
JADE-MLP,11,0.5753238174037264,0.6504941948398681,0.8079520497162852,0.6871334789620348,0.46270726482629176,0.6169076069163435
JADE-MLP,12,0.5581614224254055,0.6719899682907113,0.8281652294897732,0.7163086312762138,0.5118825470808406,0.6246014170029632
JADE-MLP,15,0.5711853338179796,0.6652588257026697,0.8126681751644756,0.7059642765441803,0.4968256543702897,0.5938321365754233
JADE-MLP,18,0.5844283540578327,0.641341027960946,0.7892966721425805,0.6658941493786927,0.44076714820606466,0.5626590381434606
JADE-MLP,21,0.5632609027258927,0.6655359689912068,0.8170923135379823,0.7079666926492889,0.4974516080389154,0.6162432183524711
JADE-MLP,24,0.5830338252402828,0.641900091868303,0.7981488626240173,0.6709259199945103,0.44212516454170003,0.5957238731627907
JADE-MLP,25,0.5824980369144587,0.6517397049502488,0.8017260585084725,0.6844862942322507,0.4656451150596448,0.5863181999713796
JADE-MLP,30,0.5724793577425334,0.6443979501386857,0.7957718671315355,0.6743512609948183,0.4481639027796682,0.5867574399210614
JADE-MLP,42,0.5882632703780967,0.6678211477468632,0.8120738873475228,0.7091902317158557,0.502593091917106,0.5840172528704641
L-SHADE-MLP,10,0.5783318310248692,0.653639799560098,0.8093396047589504,0.6901145790700853,0.4701053995289094,0.6125696898832922
L-SHADE-MLP,11,0.5735387099706865,0.6519555868027248,0.8063857725396046,0.6859646684260055,0.46615318551969087,0.5991271017486917
L-SHADE-MLP,12,0.5762982526240861,0.6530829527122923,0.8027717457829631,0.6863195397784437,0.46880094504543335,0.5840959754290977
L-SHADE-MLP,15,0.5739128967060079,0.648321360795338,0.8056047734463324,0.6812658634069318,0.45755506378312916,0.60432864547146
L-SHADE-MLP,18,0.5701355488195065,0.6516133324506549,0.8059662965657954,0.6857181235451608,0.4653475455465339,0.6011196181076643
L-SHADE-MLP,21,0.5512916162178824,0.6702876900301585,0.8202525334985341,0.71325749667184,0.5081032892682147,0.6086429043166888
L-SHADE-MLP,24,0.6065666406747414,0.6514743095397815,0.7908048199399172,0.6824286561514387,0.4650200547333536,0.5441466066892249
L-SHADE-MLP,25,0.5654239885413186,0.6537284394907358,0.8163081592735119,0.6929862876037939,0.4703128400241928,0.6317218449677866
L-SHADE-MLP,30,0.5805702976026781,0.6426928873866495,0.7948546964178292,0.670978801790647,0.4440468851829825,0.5838301035319207
L-SHADE-MLP,42,0.5900908251941402,0.6462924628180241,0.796805860299926,0.6750393555320329,0.4527128853712643,0.5777289215153181
PSO-MLP,10,0.5801925463493184,0.6410152818491219,0.8128171411627891,0.6775448701072959,0.43997478950061364,0.6347973274696539
PSO-MLP,11,0.5755126815920643,0.6570470262752447,0.8108585897411734,0.6935050554677126,0.47803892261877734,0.6041318215468541
PSO-MLP,12,0.5957620192426588,0.6429464919812202,0.8114970666817402,0.6762233461846414,0.44466061721788075,0.6164174545801326
PSO-MLP,15,0.6840135366622836,0.5761341815832198,0.7275435490669804,0.5512384332857334,0.26429322896274854,0.4939354557786064
PSO-MLP,18,0.7678942850858208,0.5631708389036235,0.6341227835231525,0.4780036397431129,0.22433987891348905,0.3070656651552125
PSO-MLP,21,0.6178449327716048,0.6271535092915238,0.7760039655911722,0.6415762805429017,0.4054940533942485,0.5487685819438544
PSO-MLP,24,0.5801051878545459,0.6288667635795863,0.7853237601631456,0.6559451027696706,0.40983804851145555,0.5921269545554084
PSO-MLP,25,0.6376653921679013,0.6457779054762526,0.7734067309970927,0.6733443593892758,0.45148000338829586,0.5071982406619482
PSO-MLP,30,0.7288179239677918,0.6024458545837186,0.7505154139650534,0.6015509774955418,0.34009979089160536,0.4960360870396141
PSO-MLP,42,0.6064921597071931,0.6209081887205298,0.788268931708713,0.6439886921770874,0.3894559321875861,0.597839798442408
HPSO-TVAC-MLP,10,0.5758517683069959,0.6601368625407419,0.8145522265360864,0.6978032613180473,0.4851626128691112,0.6037094676573849
HPSO-TVAC-MLP,11,0.5609887711064171,0.6658879694656626,0.8164173307788052,0.7074117773993941,0.49824588240805223,0.6084396725103118
HPSO-TVAC-MLP,12,0.5658975385545899,0.6516555281723995,0.8059219813366257,0.6870321533980406,0.46544691670989125,0.6053891816662136
HPSO-TVAC-MLP,15,0.5635393398636789,0.6608934208328144,0.814840381716495,0.701914773471485,0.4868967242254193,0.6189753815547636
HPSO-TVAC-MLP,18,0.5666374790939074,0.6618780216071125,0.8152684828528936,0.7015217522344582,0.48914759615088865,0.6081802480492909
HPSO-TVAC-MLP,21,0.5758693909919048,0.6583253203631925,0.8050575112744711,0.6948927375547468,0.4809941694961567,0.5837202865432163
HPSO-TVAC-MLP,24,0.584292587585142,0.6567157263004565,0.816126928196484,0.6939355256500094,0.4772711236360949,0.6142723285585434
HPSO-TVAC-MLP,25,0.5760398407208178,0.6525888673863702,0.8056592633260852,0.6863619985662747,0.4676416500866505,0.594134104428385
HPSO-TVAC-MLP,30,0.5629111955009924,0.6648751134930666,0.8189383892258678,0.7068316023730705,0.4959581435582966,0.6204093299496987
HPSO-TVAC-MLP,42,0.5787621793844271,0.65578405730868,0.8024012944937351,0.6900365238465727,0.47510779065905784,0.5787052365980832
P-PSO-MLP,10,0.6180238012557011,0.6397371514839697,0.7829181333018592,0.6620769065476063,0.4368580163269482,0.5479633427818356
P-PSO-MLP,11,0.5735127538796205,0.6632729309251787,0.8152315557209249,0.7021304842989622,0.4923250243227456,0.5980096840907679
P-PSO-MLP,12,0.7102068746353741,0.5483440046368961,0.7426178804562021,0.5518148029879457,0.17632728443491852,0.5456853505639793
P-PSO-MLP,15,0.605243141688845,0.6211997540444912,0.7960626501922196,0.6518558422115835,0.3902118545778135,0.6205060918811047
P-PSO-MLP,18,0.6408918633164095,0.6149777022022749,0.7842568223229497,0.6358981998571306,0.3739247839085298,0.5962991932409525
P-PSO-MLP,21,0.6977443992684439,0.5697234995172407,0.7460933389399809,0.5650036365017391,0.24476258948883578,0.538199052175587
P-PSO-MLP,24,0.6569778664877008,0.5977731044489889,0.7430667841586935,0.5863963814750841,0.32712446820140384,0.5039108631265331
P-PSO-MLP,25,0.5862768031678613,0.6345121763496168,0.812851125582061,0.6769577516053823,0.42398611520261964,0.6540397009441283
P-PSO-MLP,30,0.6504700280112978,0.5672619949094223,0.7354787557070244,0.5522725872550553,0.23714613534143902,0.5219300455657956
P-PSO-MLP,42,0.652667090284334,0.6124730282036127,0.7975824761463888,0.6447608516480456,0.3672750407752545,0.6259503521230305
RW-GWO-MLP,10,0.5739880204212428,0.6576625545552947,0.8049199269026102,0.6931529292327989,0.47946337666101313,0.5830665382878727
RW-GWO-MLP,11,0.580445547945143,0.6536712761842577,0.8050929731378493,0.6884008823356268,0.47017906945918975,0.5941528915074596
RW-GWO-MLP,12,0.5694147050764579,0.6563754684968591,0.8158662631113873,0.6955723523206048,0.47648175778101143,0.625952576407329
RW-GWO-MLP,15,0.5510608353978519,0.6644323331930666,0.8204708550545945,0.7054978939196135,0.4949558441951586,0.6199159703782408
RW-GWO-MLP,18,0.5738643921717843,0.6611468678087811,0.8165822525811891,0.7014995928959954,0.4874767639537194,0.6202000403181003
RW-GWO-MLP,21,0.5753556106879937,0.6497347738048845,0.8049949569887036,0.6831354452398125,0.460910450976878,0.6019787581403064
RW-GWO-MLP,24,0.578570618017311,0.6495021518959242,0.8028187763390405,0.6812884950508675,0.4603592196254349,0.5916376992444552
RW-GWO-MLP,25,0.5807409369078022,0.6486316590333587,0.8003287860882771,0.6805436074219399,0.45829295244349066,0.5896516878018231
RW-GWO-MLP,30,0.5747758608717591,0.6490799065384074,0.8033569521067152,0.6814649435510622,0.4593576385177657,0.5962981344915972
RW-GWO-MLP,42,0.5635013047734578,0.6512745055418574,0.8049342443102834,0.6843178709186817,0.46454913943237397,0.5955759418291576
AO-MLP,10,0.8217898783841231,0.5576615468478288,0.5832050758361422,0.4610474320726786,0.2067976433869595,0.20755374338788035
AO-MLP,11,0.821218599759883,0.5577091985290336,0.583160325859614,0.46107586762530717,0.20695085783502376,0.20770715032793152
AO-MLP,12,0.8257360218622402,0.557420382436988,0.5858934192101067,0.46142901155349153,0.20602182570343652,0.20914242687241968
AO-MLP,15,0.8204158022718191,0.5577678699919927,0.5829277602399798,0.4610797924869312,0.2071394682265295,0.2077137834785714
AO-MLP,18,0.8267583214828436,0.5759555430506474,0.57332505966468,0.5629992725331588,0.26375488166442806,0.2013723473862995
AO-MLP,21,0.8251601662004515,0.5575024325667682,0.5844714580618451,0.4614511110513977,0.20628585350569417,0.20780912312226152
AO-MLP,24,0.7724670670927769,0.5544608466695622,0.6587042579383282,0.47208764305386025,0.19644614041437936,0.34045749541177883
AO-MLP,25,0.8205989085384441,0.5577476669882457,0.5829714646738366,0.4610527381171858,0.20707452637166412,0.2076985785978468
AO-MLP,30,0.7840585679883351,0.5600369131275382,0.6349342892584562,0.47356632261668524,0.21440341420447018,0.30166152309344973
AO-MLP,42,0.8198579705987511,0.5578030474160134,0.5828289936319173,0.4610679088991114,0.20725253360942475,0.20778564095545216
ARO-MLP,10,0.5764916468442833,0.6512102990094484,0.8066229855674015,0.6851660644854893,0.4643977505867256,0.6023483793120722
ARO-MLP,11,0.5739861994655392,0.6508559805601903,0.806499991524809,0.6846643029766878,0.46356178652717905,0.6026074504849805
