model_name,seed,AS,PS,RS,F1S,SS,NPV
GA-MLP,10,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
GA-MLP,11,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
GA-MLP,12,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
GA-MLP,15,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
GA-MLP,18,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
GA-MLP,21,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
GA-MLP,24,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
GA-MLP,25,1.0,1.0,1.0,1.0,1.0,1.0
GA-MLP,30,1.0,1.0,1.0,1.0,1.0,1.0
GA-MLP,42,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
JADE-MLP,10,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
JADE-MLP,11,1.0,1.0,1.0,1.0,1.0,1.0
JADE-MLP,12,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
JADE-MLP,15,1.0,1.0,1.0,1.0,1.0,1.0
JADE-MLP,18,1.0,1.0,1.0,1.0,1.0,1.0
JADE-MLP,21,1.0,1.0,1.0,1.0,1.0,1.0
JADE-MLP,24,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
JADE-MLP,25,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
JADE-MLP,30,1.0,1.0,1.0,1.0,1.0,1.0
JADE-MLP,42,1.0,1.0,1.0,1.0,1.0,1.0
L-SHADE-MLP,10,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
L-SHADE-MLP,11,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
L-SHADE-MLP,12,1.0,1.0,1.0,1.0,1.0,1.0
L-SHADE-MLP,15,1.0,1.0,1.0,1.0,1.0,1.0
L-SHADE-MLP,18,1.0,1.0,1.0,1.0,1.0,1.0
L-SHADE-MLP,21,1.0,1.0,1.0,1.0,1.0,1.0
L-SHADE-MLP,24,1.0,1.0,1.0,1.0,1.0,1.0
L-SHADE-MLP,25,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
L-SHADE-MLP,30,1.0,1.0,1.0,1.0,1.0,1.0
L-SHADE-MLP,42,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
PSO-MLP,10,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
PSO-MLP,11,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
PSO-MLP,12,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
PSO-MLP,15,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
PSO-MLP,18,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
PSO-MLP,21,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
PSO-MLP,24,0.9555555555555556,0.9487179487179488,0.9259259259259259,0.9305555555555555,0.9649122807017544,0.9710144927536232
PSO-MLP,25,1.0,1.0,1.0,1.0,1.0,1.0
PSO-MLP,30,1.0,1.0,1.0,1.0,1.0,1.0
PSO-MLP,42,1.0,1.0,1.0,1.0,1.0,1.0
HPSO-TVAC-MLP,10,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
HPSO-TVAC-MLP,11,1.0,1.0,1.0,1.0,1.0,1.0
HPSO-TVAC-MLP,12,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
HPSO-TVAC-MLP,15,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
HPSO-TVAC-MLP,18,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
HPSO-TVAC-MLP,21,1.0,1.0,1.0,1.0,1.0,1.0
HPSO-TVAC-MLP,24,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
HPSO-TVAC-MLP,25,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
HPSO-TVAC-MLP,30,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
HPSO-TVAC-MLP,42,1.0,1.0,1.0,1.0,1.0,1.0
P-PSO-MLP,10,0.9111111111111111,0.8653198653198654,0.8653198653198654,0.8653198653198654,0.9331662489557226,0.9331662489557226
P-PSO-MLP,11,0.7555555555555555,0.48333333333333334,0.6666666666666666,0.5402298850574713,0.8253968253968255,0.8777777777777778
P-PSO-MLP,12,0.9555555555555556,0.9487179487179488,0.9259259259259259,0.9305555555555555,0.9649122807017544,0.9710144927536232
P-PSO-MLP,15,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
P-PSO-MLP,18,0.7111111111111111,0.48333333333333334,0.6,0.5031928480204343,0.7903091060985798,0.8387445887445888
P-PSO-MLP,21,0.8444444444444444,0.7638888888888888,0.7609427609427609,0.7612958226768969,0.8822055137844611,0.883838383838384
P-PSO-MLP,24,0.9555555555555556,0.9487179487179488,0.9259259259259259,0.9305555555555555,0.9649122807017544,0.9710144927536232
P-PSO-MLP,25,0.888888888888889,0.8289562289562289,0.8350168350168351,0.8306878306878307,0.916499582289056,0.9182539682539682
P-PSO-MLP,30,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
P-PSO-MLP,42,0.9111111111111111,0.9111111111111111,0.8518518518518517,0.8534798534798534,0.9298245614035089,0.9466666666666667
RW-GWO-MLP,10,1.0,1.0,1.0,1.0,1.0,1.0
RW-GWO-MLP,11,1.0,1.0,1.0,1.0,1.0,1.0
RW-GWO-MLP,12,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
RW-GWO-MLP,15,1.0,1.0,1.0,1.0,1.0,1.0
RW-GWO-MLP,18,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
RW-GWO-MLP,21,1.0,1.0,1.0,1.0,1.0,1.0
RW-GWO-MLP,24,1.0,1.0,1.0,1.0,1.0,1.0
RW-GWO-MLP,25,1.0,1.0,1.0,1.0,1.0,1.0
RW-GWO-MLP,30,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
RW-GWO-MLP,42,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
AO-MLP,10,0.9111111111111111,0.8665223665223665,0.8585858585858586,0.8573153899240856,0.9323725981620719,0.9380032206119161
AO-MLP,11,0.7555555555555555,0.48333333333333334,0.6666666666666666,0.5402298850574713,0.8253968253968255,0.8777777777777778
AO-MLP,12,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
AO-MLP,15,0.7555555555555555,0.48333333333333334,0.6666666666666666,0.5402298850574713,0.8253968253968255,0.8777777777777778
AO-MLP,18,0.7555555555555555,0.48333333333333334,0.6666666666666666,0.5402298850574713,0.8253968253968255,0.8777777777777778
AO-MLP,21,0.7555555555555555,0.611111111111111,0.6195286195286195,0.6088888888888889,0.8137009189640768,0.8194444444444445
AO-MLP,24,0.9333333333333332,0.9027777777777778,0.8956228956228957,0.8976982097186701,0.9490392648287385,0.9511784511784512
AO-MLP,25,0.7555555555555555,0.4609250398724083,0.6666666666666666,0.5317460317460317,0.8246031746031747,0.8777777777777778
AO-MLP,30,0.7777777777777777,0.4784688995215311,0.6363636363636364,0.5396825396825397,0.8254385964912281,0.8696969696969696
AO-MLP,42,0.7555555555555555,0.48333333333333334,0.6666666666666666,0.5402298850574713,0.8253968253968255,0.8777777777777778
ARO-MLP,10,0.9777777777777779,0.9696969696969697,0.9696969696969697,0.9682539682539683,0.9833333333333334,0.9833333333333334
ARO-MLP,11,1.0,1.0,1.0,1.0,1.0,1.0
ARO-MLP,12,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
ARO-MLP,15,1.0,1.0,1.0,1.0,1.0,1.0
ARO-MLP,18,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
ARO-MLP,21,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
ARO-MLP,24,1.0,1.0,1.0,1.0,1.0,1.0
ARO-MLP,25,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
ARO-MLP,30,1.0,1.0,1.0,1.0,1.0,1.0
ARO-MLP,42,1.0,1.0,1.0,1.0,1.0,1.0
SMA-MLP,10,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
SMA-MLP,11,1.0,1.0,1.0,1.0,1.0,1.0
SMA-MLP,12,1.0,1.0,1.0,1.0,1.0,1.0
SMA-MLP,15,1.0,1.0,1.0,1.0,1.0,1.0
SMA-MLP,18,1.0,1.0,1.0,1.0,1.0,1.0
SMA-MLP,21,0.9777777777777779,0.9666666666666667,0.9696969696969697,0.9665831244778613,0.9841269841269842,0.9833333333333334
SMA-MLP,24,1.0,1.0,1.0,1.0,1.0,1.0
SMA-MLP,25,0.9555555555555556,0.9487179487179488,0.9259259259259259,0.9305555555555555,0.9649122807017544,0.9710144927536232
SMA-MLP,30,1.0,1.0,1.0,1.0,1.0,1.0
SMA-MLP,42,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
AOA-MLP,10,0.9333333333333332,0.9027777777777778,0.8956228956228957,0.8976982097186701,0.9490392648287385,0.9511784511784512
AOA-MLP,11,0.7555555555555555,0.48333333333333334,0.6666666666666666,0.5402298850574713,0.8253968253968255,0.8777777777777778
AOA-MLP,12,0.8444444444444444,0.7698412698412698,0.7542087542087542,0.7511111111111112,0.8805346700083542,0.8888888888888888
AOA-MLP,15,0.9333333333333332,0.9,0.9023569023569024,0.899749373433584,0.9507101086048454,0.9500000000000001
AOA-MLP,18,0.8222222222222223,0.8349673202614379,0.7037037037037037,0.6324208266237251,0.8657894736842104,0.9080459770114943
AOA-MLP,21,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
AOA-MLP,24,0.8888888888888888,0.873015873015873,0.8148148148148149,0.8014918414918415,0.9140350877192982,0.9358974358974358
AOA-MLP,25,0.7555555555555555,0.48333333333333334,0.6666666666666666,0.5402298850574713,0.8253968253968255,0.8777777777777778
AOA-MLP,30,0.7999999999999999,0.5166666666666667,0.6666666666666666,0.5698924731182796,0.8421052631578947,0.9
AOA-MLP,42,0.7555555555555555,0.48333333333333334,0.6666666666666666,0.5402298850574713,0.8253968253968255,0.8777777777777778
GBO-MLP,10,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
GBO-MLP,11,1.0,1.0,1.0,1.0,1.0,1.0
GBO-MLP,12,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
GBO-MLP,15,1.0,1.0,1.0,1.0,1.0,1.0
GBO-MLP,18,1.0,1.0,1.0,1.0,1.0,1.0
GBO-MLP,21,1.0,1.0,1.0,1.0,1.0,1.0
GBO-MLP,24,1.0,1.0,1.0,1.0,1.0,1.0
GBO-MLP,25,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
GBO-MLP,30,1.0,1.0,1.0,1.0,1.0,1.0
GBO-MLP,42,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
WOA-MLP,10,0.9555555555555556,0.9487179487179488,0.9259259259259259,0.9305555555555555,0.9649122807017544,0.9710144927536232
WOA-MLP,11,0.7777777777777777,0.6700336700336701,0.67003367003367,0.6666666666666666,0.8345864661654137,0.8345864661654135
WOA-MLP,12,0.9555555555555556,0.9487179487179488,0.9259259259259259,0.9305555555555555,0.9649122807017544,0.9710144927536232
WOA-MLP,15,0.9777777777777779,0.9666666666666667,0.9696969696969697,0.9665831244778613,0.9841269841269842,0.9833333333333334
WOA-MLP,18,0.7555555555555555,0.48333333333333334,0.6666666666666666,0.5402298850574713,0.8253968253968255,0.8777777777777778
WOA-MLP,21,0.9111111111111111,0.872053872053872,0.872053872053872,0.8666666666666666,0.9348370927318296,0.9348370927318296
WOA-MLP,24,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
WOA-MLP,25,0.9555555555555556,0.9487179487179488,0.9259259259259259,0.9305555555555555,0.9649122807017544,0.9710144927536232
WOA-MLP,30,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
WOA-MLP,42,0.8222222222222223,0.7516339869281046,0.7104377104377105,0.6754850088183421,0.8674603174603175,0.8969135802469136
ASO-MLP,10,0.9333333333333332,0.907051282051282,0.8925925925925927,0.8958548331613346,0.9490392648287385,0.9538239538239538
ASO-MLP,11,0.9333333333333332,0.9166666666666666,0.9090909090909092,0.899749373433584,0.9523809523809524,0.9545454545454546
ASO-MLP,12,0.9555555555555556,0.9326599326599326,0.9326599326599326,0.9326599326599326,0.9665831244778613,0.9665831244778613
ASO-MLP,15,1.0,1.0,1.0,1.0,1.0,1.0
ASO-MLP,18,0.9555555555555556,0.9487179487179488,0.9259259259259259,0.9305555555555555,0.9649122807017544,0.9710144927536232
ASO-MLP,21,0.9333333333333332,0.8977272727272728,0.8956228956228957,0.8950004244121891,0.9499164578111946,0.9521531100478469
ASO-MLP,24,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
ASO-MLP,25,0.9777777777777779,0.9666666666666667,0.9696969696969697,0.9665831244778613,0.9841269841269842,0.9833333333333334
ASO-MLP,30,0.9777777777777779,0.9722222222222222,0.9629629629629629,0.9658994032395567,0.9824561403508771,0.9848484848484849
ASO-MLP,42,0.9333333333333332,0.9027777777777778,0.8956228956228957,0.8976982097186701,0.9490392648287385,0.9511784511784512
