model_name,seed,MAPE,NNSE,WI,R,R2,KGE
L-SHADE-MLP,30,1.0,0.7761651396585997,0.9084264791782379,0.8456507428191791,0.711614386031489,0.7937337379019838
L-SHADE-MLP,42,1.0,0.813893315003,0.9330254115653491,0.878861671262842,0.7713377397671413,0.8504318231776964
PSO-MLP,10,1.0,0.7755653451681778,0.9162254250257866,0.8466015791181455,0.7106179946924336,0.8304337625552024
PSO-MLP,11,1.0,0.6564567800627275,0.8179852489865926,0.7022880442644659,0.4766704673163017,0.6622182754559878
PSO-MLP,12,1.0,0.6628264303981412,0.8337150608505373,0.7178488196164902,0.49130940750306507,0.6951374145890963
PSO-MLP,15,1.0,0.649884801861392,0.8240350955462108,0.7026620278889287,0.4612657548910015,0.6829196919467018
PSO-MLP,18,1.0,0.7082163907486323,0.8628844176792783,0.77237269661371,0.5880021797533762,0.7315290933531708
PSO-MLP,21,1.0,0.7087059800006933,0.887220904824294,0.7936113205939934,0.588977618053933,0.7935851207311428
PSO-MLP,24,1.0,0.7295168905462716,0.8855895633717674,0.8014917042377301,0.6292298191325121,0.7840575101265269
PSO-MLP,25,1.0,0.7640192744105709,0.9130570021757038,0.8403037344777734,0.6911324969236089,0.8365041724726462
PSO-MLP,30,1.0,0.6293114298001742,0.8184659469105169,0.6857412469453527,0.4109616437166399,0.6802160394759694
PSO-MLP,42,1.0,0.7625526721052398,0.9100011463101558,0.8361772732719639,0.6886151782286456,0.8278064694846777
HPSO-TVAC-MLP,10,1.0,0.7668171824245593,0.911272602250404,0.838189328922763,0.6959081996074317,0.8223055140416625
HPSO-TVAC-MLP,11,1.0,0.7719209449600993,0.9160764001656015,0.8457868913648852,0.7045305526051114,0.8398782883270508
HPSO-TVAC-MLP,12,1.0,0.7525761259231716,0.9029544008994782,0.8252332028447975,0.6712307691486786,0.8122358630350122
HPSO-TVAC-MLP,15,1.0,0.7970261563904733,0.924113303614674,0.8652192002568805,0.7453360319707159,0.8369016022076982
HPSO-TVAC-MLP,18,1.0,0.7569141391046745,0.9033511598701556,0.8279639223404587,0.6788461883102584,0.8069227700051009
HPSO-TVAC-MLP,21,1.0,0.7407895153772804,0.8944342299744463,0.8124863817049517,0.6500888859223326,0.7951487267837145
HPSO-TVAC-MLP,24,1.0,0.7618299979881608,0.9043040874960941,0.8307560392449814,0.6873711948324455,0.7967943433589976
HPSO-TVAC-MLP,25,1.0,0.7305411638562614,0.886584316722086,0.8024452495119058,0.6311517413729798,0.7847546510934912
HPSO-TVAC-MLP,30,1.0,0.7751609750742292,0.9128221881444814,0.8446970120295282,0.7099453763081401,0.818361244017042
HPSO-TVAC-MLP,42,1.0,0.7781547096926832,0.9092618066546492,0.8460858031943632,0.7149085039979644,0.7850820973682663
P-PSO-MLP,10,1.0,0.6142014572976999,0.7435217514689777,0.6134003857149755,0.3718697047713033,0.5001502856455984
P-PSO-MLP,11,1.0,0.5892821259242912,0.8067161954499846,0.6692006308524409,0.3030199695409117,0.6651005996989678
P-PSO-MLP,12,1.0,0.654013061844097,0.8011943690250355,0.6872642931778322,0.4709785502137588,0.5845188210820523
P-PSO-MLP,15,1.0,0.6698007300275922,0.8074687106447841,0.7141199483897803,0.5070186472343717,0.5822135913821547
P-PSO-MLP,18,1.0,0.616693397414823,0.7379773639763696,0.6156705394150886,0.3784486680220718,0.47434211155806316
P-PSO-MLP,21,1.0,0.6064620880168832,0.7788559502143817,0.6361558497752489,0.3510923110297355,0.6130435070748574
P-PSO-MLP,24,1.0,0.683314952491106,0.8581948928091536,0.7462478394579091,0.5365460007067298,0.7250689368540806
P-PSO-MLP,25,1.0,0.5125538519096339,0.7161011306951244,0.5429182895383916,0.048985494354834014,0.5420223354458482
P-PSO-MLP,30,1.0,0.6490480779407368,0.8012338449944653,0.6841149914924837,0.45928208712558916,0.6168903178342262
P-PSO-MLP,42,1.0,0.6274735198514508,0.8113680620567485,0.6941390435265948,0.4063072490505387,0.6767487068456635
RW-GWO-MLP,10,1.0,0.7916625520933764,0.9191041065112417,0.8610562842313119,0.7368355401481081,0.8199155953646406
RW-GWO-MLP,11,1.0,0.7275891587086737,0.8878416919640191,0.8002551916684366,0.6255979930008833,0.7887242007504296
RW-GWO-MLP,12,1.0,0.7789958903285795,0.9168419332982003,0.848959930321338,0.7162961802299096,0.8298224943241229
RW-GWO-MLP,15,1.0,0.7505958964505667,0.8993751266540151,0.8211318109916371,0.6677251971016354,0.7987651590094431
RW-GWO-MLP,18,1.0,0.7826984634606283,0.9171905943523722,0.8534840819206003,0.7223687707542019,0.8331087299067539
RW-GWO-MLP,21,1.0,0.7572967008626031,0.9046114897067166,0.8283655620023264,0.6795135924124003,0.8092471716779198
RW-GWO-MLP,24,1.0,0.7242055410211279,0.8895270893564337,0.7999543737643598,0.6191765412482171,0.7943411689786658
RW-GWO-MLP,25,1.0,0.7699508161340707,0.9129511627783785,0.8428642508952546,0.7012157412586324,0.8310413416543819
RW-GWO-MLP,30,1.0,0.7587305817688378,0.9062268807272027,0.8304801490151041,0.6820091030617379,0.809889543552276
RW-GWO-MLP,42,1.0,0.7194603645318727,0.8801103283481762,0.788805694006315,0.6100693668501607,0.7695157446633267
AO-MLP,10,1.0,0.5728238797156181,0.6853427128256089,0.5317790151946212,0.25426272295691277,0.4278350713700997
AO-MLP,11,1.0,0.5412948503073283,0.48264656825057406,0.3947976455963156,0.15257802760873307,0.13551613008625063
AO-MLP,12,1.0,0.4798811394629239,0.15805999792357872,-0.5309395475230795,-0.08384934885998141,-0.8088505224746203
AO-MLP,15,1.0,0.46062270894835033,0.06386095255716395,-0.5560489342117191,-0.17097416296105794,-0.7882581206518422
AO-MLP,18,1.0,0.518589977921396,0.31597972156238996,0.2870832797606332,0.07169432003259324,-0.008234649880396905
AO-MLP,21,1.0,0.5986224615041364,0.6625893809062235,0.5852139912336602,0.3294980320528951,0.3372864927832038
AO-MLP,24,1.0,0.5169587015095874,0.4656314245808897,0.3062184068134078,0.06560950211328576,0.09013049238958026
AO-MLP,25,1.0,0.5646429861306632,0.6291122480613067,0.4977293325370175,0.22896941153433314,0.3010240552966026
AO-MLP,30,1.0,0.5175368577534142,0.40616884779762386,0.3249095897773452,0.06777046886878835,0.031954396506791105
AO-MLP,42,1.0,0.5669213958646017,0.6275216426894572,0.5037306600658105,0.2360870355317638,0.3330384942188006
ARO-MLP,10,1.0,0.7747955101772489,0.9139913299658451,0.8446741022020466,0.7093368677740125,0.8219859819558928
ARO-MLP,11,1.0,0.7558433628319287,0.9042916890482384,0.8282408584729354,0.6769745569329519,0.8139262557943682
ARO-MLP,12,1.0,0.7263371739445539,0.8917337614397968,0.8029384512195675,0.6232289412240152,0.7986091229134186
ARO-MLP,15,1.0,0.7591043853057375,0.9056486786786374,0.8298643579168296,0.6826581174376445,0.8094836761743572
ARO-MLP,18,1.0,0.7568190242433239,0.8961291377807084,0.8258659665924806,0.6786801494587016,0.7746381491230285
ARO-MLP,21,1.0,0.7233391320561753,0.884094730434356,0.794239425521897,0.6175226035989727,0.7787304111635958
ARO-MLP,24,1.0,0.7248757984902136,0.886451106375604,0.7969973140635763,0.6204533216823891,0.7845358343413273
ARO-MLP,25,1.0,0.7482173028017495,0.8961726263113978,0.8182017634084826,0.6634898761958143,0.7894953506711831
ARO-MLP,30,1.0,0.7281265580367097,0.8918155937618291,0.8059453261209,0.6266123808251705,0.8009054410876945
ARO-MLP,42,1.0,0.7528628793610372,0.9039327704670278,0.8257223412321422,0.6717368761112107,0.8137521604208102
SMA-MLP,10,1.0,0.7065244123817552,0.8703635680079833,0.7738766635689937,0.5846207399558736,0.7538861808453303
SMA-MLP,11,1.0,0.7294712988214211,0.8793808114355726,0.7972763866635526,0.6291441464308991,0.7408371540690966
SMA-MLP,12,1.0,0.6645089982755398,0.8464848354162283,0.7306169788473469,0.49512948267805335,0.7237504184923986
SMA-MLP,15,1.0,0.7076638301542701,0.86149336450369,0.7698778336205638,0.5868996585822382,0.7089584227854748
SMA-MLP,18,1.0,0.6568004407279212,0.8418693189868414,0.7208641404424887,0.47746752591743646,0.7138706992558073
SMA-MLP,21,1.0,0.6371179724706834,0.8108170558868321,0.6766988669619076,0.43043197145719425,0.6449579381148158
SMA-MLP,24,1.0,0.6875803613201517,0.8599336244160738,0.7540911253247792,0.5456245462275803,0.740445216933454
SMA-MLP,25,1.0,0.6536322851243133,0.8231821551277327,0.7055195677740178,0.4700878112074718,0.6730041885403935
SMA-MLP,30,1.0,0.7206926392484029,0.8825982113389323,0.7922190426975367,0.6124459366715864,0.7782144313736644
SMA-MLP,42,1.0,0.6775812050518504,0.8235059987815452,0.7241532589318626,0.5241621335652644,0.616600416872936
AOA-MLP,10,1.0,0.49006437184082247,0.7594197050084285,0.6256368071152258,-0.040548257453838055,0.5788763811697217
AOA-MLP,11,1.0,0.6141321677174009,0.623053119581674,0.7416029993594296,0.3716860106566504,0.3201674325436724
AOA-MLP,12,1.0,0.4163443115922078,0.38016899142977145,0.13271876301198038,-0.40185820283155227,-0.05885693510983092
AOA-MLP,15,1.0,0.49993179135607063,0.02237827252580471,-1.0,-0.00027287180014834433,0.0
AOA-MLP,18,1.0,0.4091695705070118,0.402234131605942,0.09765552392748456,-0.44397450856591325,-0.263263843460265
AOA-MLP,21,1.0,0.469238447943005,0.3073460570111122,-1.0,-0.13111266645708186,0.0
AOA-MLP,24,1.0,0.47028019300706136,0.44776683060603617,0.4576088963397688,-0.12639191458566224,0.07605632323538414
AOA-MLP,25,1.0,0.5296408435255865,0.43098057182888017,0.45085245992299555,0.11192808820513311,0.1470369356942698
AOA-MLP,30,1.0,0.46621213747896595,0.6817349846977747,0.4968973227808174,-0.14494630150017684,0.48926116279907894
AOA-MLP,42,1.0,0.25899991743674283,0.37857700323452315,-0.5154940728995164,-1.8610050918036922,-0.808093323479449
GBO-MLP,10,1.0,0.7408916395675526,0.8886405479227817,0.8090778975834139,0.6502749570994144,0.7701076478490838
GBO-MLP,11,1.0,0.7763949913490984,0.919549482291159,0.8503861607556036,0.7119958125150244,0.8455043323251543
GBO-MLP,12,1.0,0.7822003090078946,0.9163750292680907,0.8536827799471266,0.7215550946683311,0.8284914085743735
GBO-MLP,15,1.0,0.7465898069671534,0.8966693864612041,0.8162689245369501,0.6605764093374562,0.7899579535924789
GBO-MLP,18,1.0,0.7365892485162685,0.8891097230905392,0.8050949172966363,0.6423912621392087,0.7747227798208077
GBO-MLP,21,1.0,0.7466105814266598,0.899323853937142,0.8189522134459044,0.6606136788348869,0.804529828651287
GBO-MLP,24,1.0,0.7497450520418161,0.9056489087874737,0.8284300784033185,0.6662132717292994,0.8242373486962709
GBO-MLP,25,1.0,0.774661738948134,0.9079716858662573,0.84389324335308,0.7091139916657829,0.7909896101347188
GBO-MLP,30,1.0,0.7330839447043435,0.8957893205505763,0.8094586730781757,0.6358997394175571,0.8042416915457542
GBO-MLP,42,1.0,0.7689720039038328,0.9054862488570545,0.8378528788238234,0.6995625394379645,0.7906966451686184
WOA-MLP,10,1.0,0.4938022977337474,0.5578898796803449,0.3392444572399055,-0.025101957988840073,0.2785848410284757
WOA-MLP,11,1.0,0.4796272853825912,0.12351880849682506,-0.5200544696852872,-0.08495227539508199,-0.7930722014463252
WOA-MLP,12,1.0,0.6807191018396438,0.8243269801640283,0.7301219692139916,0.530965272904052,0.6277787105919208
WOA-MLP,15,1.0,0.5262636466517936,0.46772034180009026,0.3398482130671973,0.09981174576237128,0.12909036528559437
WOA-MLP,18,1.0,0.492472350506927,0.16922393974069594,-0.4706230724837644,-0.030570851278551858,-0.7767902711667762
WOA-MLP,21,1.0,0.591942549182004,0.6583225454553456,0.565622789212387,0.3106468670280853,0.3280285380920328
WOA-MLP,24,1.0,0.6275446340161152,0.7823795177289405,0.6522618071878912,0.40648784836184215,0.5825849848589457
WOA-MLP,25,1.0,0.5816339902568844,0.6167227793174824,0.5506002057258643,0.2807057071091391,0.2812780847348523
WOA-MLP,30,1.0,0.5321803501345709,0.5148456296644883,0.37787980591085335,0.1209377615180025,0.16581001684808172
WOA-MLP,42,1.0,0.7219691195842879,0.8809970212356598,0.7910234626471843,0.6148992070799328,0.7696395046496834
ASO-MLP,10,1.0,0.23595535551556948,0.33443186880216824,-0.06949617466520658,-2.2380898615967846,-0.4779681125599482
ASO-MLP,11,1.0,0.43596988324049685,0.6716228488302296,0.47238187767634005,-0.2937364218077503,0.3290814617055773
ASO-MLP,12,1.0,0.4880105224031199,0.7055190656599593,0.5794015800128194,-0.049136143777556596,0.4144518719780793
ASO-MLP,15,1.0,0.37804156460330124,0.4788629860785336,0.24426581349231571,-0.6452117799516364,0.16404950533004858
ASO-MLP,18,1.0,0.4053097320879438,0.5599080156519229,0.3989333579170322,-0.46724892306069954,0.22621565375928
ASO-MLP,21,1.0,0.4291092636813554,0.5585589922900894,0.33807144184265314,-0.33040879010846114,0.3160438296606084
ASO-MLP,24,1.0,0.3847955537539669,0.6407844351293881,0.4245470354616632,-0.5987826268891523,0.3968368047433206
ASO-MLP,25,1.0,0.5820135515881764,0.7689722385908891,0.6345871053623349,0.2818269484082664,0.6072734497364509
ASO-MLP,30,1.0,0.3983701016811934,0.7235562170469069,0.5852922236228116,-0.5102285432059794,0.267635315328667
ASO-MLP,42,1.0,0.5141935830579101,0.7026074933638418,0.5745945793303628,0.05520715748143268,0.5032944394289456
