mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_act_names,param_dropout_rates,param_hidden_layers,param_obj_name,param_optim,param_optim_paras,param_seed,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
110.13498276472092,0.8408412002071918,0.008366703987121582,0.003711795995939343,Tanh,,"(10,)",F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Tanh', 'dropout_rates': None, 'hidden_layers': (10,), 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.15935938356031826,0.1508798169646774,0.16714514040762193,0.12974037140768,0.1517811780850744,0.013965046968532843,4
110.71419966220856,0.5233451851871569,0.005235791206359863,0.00043229392796304125,Tanh,,"(15,)",F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Tanh', 'dropout_rates': None, 'hidden_layers': (15,), 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.134665379037101,0.15298136765570333,0.16598614555757057,0.1484823303221988,0.15052880564314342,0.011189065896893774,5
113.97087448835373,2.0403724971919255,0.004986464977264404,0.0007052010969925819,Tanh,,"(20,)",F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Tanh', 'dropout_rates': None, 'hidden_layers': (20,), 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.13111303975317518,0.10661465243992334,0.11304719925827726,0.12499405079362413,0.11894223556124998,0.009636826512285613,15
118.54549205303192,1.561083894163366,0.0039893388748168945,0.0014102335562129898,Tanh,,"(25,)",F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Tanh', 'dropout_rates': None, 'hidden_layers': (25,), 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.12911580517716925,0.10074020222057187,0.14996458042795774,0.13970713500670381,0.12988193070810067,0.01836895987018425,10
119.12616729736328,0.24155896478044628,0.003490924835205078,0.0008638978859017143,Tanh,,"(30,)",F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Tanh', 'dropout_rates': None, 'hidden_layers': (30,), 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.11459442589622884,0.11334545454545455,0.09874011417322257,0.13796321844825288,0.1161608032657897,0.014046400274886742,16
122.13830995559692,0.6389095704907183,0.004736363887786865,0.0010869247861599433,Tanh,,"(35,)",F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Tanh', 'dropout_rates': None, 'hidden_layers': (35,), 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.16470552467681115,0.14907878671036567,0.1293178495481127,0.12601919273950085,0.14228033841869758,0.015664919840248672,8
124.26190948486328,0.9391814852005602,0.0042383670806884766,0.001295938798562197,Tanh,,"(40,)",F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Tanh', 'dropout_rates': None, 'hidden_layers': (40,), 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.11917579366163203,0.07111585937732595,0.10460028463763901,0.11328907282683476,0.10204525262585794,0.018594585799324735,18
126.00754922628403,0.6888186465992432,0.005235612392425537,0.00043212120679430156,Tanh,,"(45,)",F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Tanh', 'dropout_rates': None, 'hidden_layers': (45,), 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.18025085202303456,0.15004130519425635,0.1426551201645942,0.1544112507004994,0.15683963202059611,0.01415450354188693,2
127.39074182510376,1.1343196786908414,0.005485057830810547,0.0004986525864342203,Tanh,,"(50,)",F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Tanh', 'dropout_rates': None, 'hidden_layers': (50,), 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.15797165685733133,0.13378483585380135,0.16474465212789896,0.11881907798995228,0.143830055707246,0.018465242178251316,7
130.4921789765358,0.42528641721713856,0.005483746528625488,0.0004972260622921063,Tanh,,"(55,)",F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Tanh', 'dropout_rates': None, 'hidden_layers': (55,), 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.15558813846910619,0.164894154351801,0.1308739973262032,0.16247613482363765,0.15345810624268702,0.013478566769857247,3
