mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_act_names,param_dropout_rates,param_hidden_layers,param_obj_name,param_optim,param_optim_paras,param_seed,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
115.90670734643936,0.5715871741728602,0.0047373175621032715,0.000431914598739648,Tanh,,25,F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Tanh', 'dropout_rates': None, 'hidden_layers': 25, 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.12911580517716925,0.10074020222057187,0.14996458042795774,0.13970713500670381,0.12988193070810067,0.01836895987018425,8
116.43174797296524,0.9679179027598976,0.004986226558685303,0.0012219307751831854,ReLU,,25,F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'ReLU', 'dropout_rates': None, 'hidden_layers': 25, 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.17602101922034905,0.17960166810468794,0.19691999114081638,0.1962387400842257,0.18719535463751977,0.009472080323684035,5
121.47750359773636,0.325408307451266,0.006483256816864014,0.0014960169910914376,RReLU,,25,F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'RReLU', 'dropout_rates': None, 'hidden_layers': 25, 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.15068442204709245,0.16500312840744435,0.1854793701627859,0.19491899277206182,0.17402147834734613,0.017276705605997762,6
117.76099908351898,1.3746709608415364,0.004488229751586914,0.000863898280694248,ReLU6,,25,F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'ReLU6', 'dropout_rates': None, 'hidden_layers': 25, 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.1839631804135265,0.1903258069190909,0.22010309056892613,0.19734630339108253,0.1979345953231565,0.013646266562817911,1
118.87089669704437,0.9757576990191911,0.005734562873840332,0.0004311922605278062,Sigmoid,,25,F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'Sigmoid', 'dropout_rates': None, 'hidden_layers': 25, 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.14543780353639507,0.16289952817050707,0.1571254082330315,0.1421993139307346,0.15191551346766707,0.008428476164965464,7
115.984954059124,2.0365635118871888,0.004488229751586914,0.0008638983793923531,CELU,,25,F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'CELU', 'dropout_rates': None, 'hidden_layers': 25, 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.20209964881517178,0.1917421878304742,0.16648881843942503,0.21615499625768927,0.1941214128356901,0.018154558879606777,2
114.71950513124466,2.6300101013763597,0.003740072250366211,0.0012960764983001034,SELU,,25,F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'SELU', 'dropout_rates': None, 'hidden_layers': 25, 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.11826614229701175,0.1341679354272582,0.11545820134009768,0.1269906387396906,0.12372072945101456,0.007380012047255319,9
0.009605884552001953,0.007437206890226099,0.0,0.0,GLU,,25,F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'GLU', 'dropout_rates': None, 'hidden_layers': 25, 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",,,,,,,10
94.94185537099838,20.979352520896633,0.002741873264312744,0.0004323970345683289,GELU,,25,F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'GELU', 'dropout_rates': None, 'hidden_layers': 25, 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.1748778023907806,0.18189776823376028,0.20482885830254535,0.20355371752326085,0.1912895366125868,0.013146042167537102,3
71.71700894832611,0.7567883045872793,0.002742469310760498,0.000432053192635191,LeakyReLU,,25,F1S,OriginalWOA,"{'epoch': 750, 'pop_size': 30}",42,False,"{'act_names': 'LeakyReLU', 'dropout_rates': None, 'hidden_layers': 25, 'obj_name': 'F1S', 'optim': 'OriginalWOA', 'optim_paras': {'epoch': 750, 'pop_size': 30}, 'seed': 42, 'verbose': False}",0.16830865041391357,0.17959766116742865,0.20373378836833989,0.19896136694011082,0.18765036672244823,0.014366308105069812,4
