model_name,seed,MAPE,NNSE,WI,R,R2,KGE
RMSprop-MLP,11,0.5385130356202118,0.6482367679838149,0.8021222729721638,0.687897199793539,0.4573537796841418,0.6125668857538156
Adadelta-MLP,30,0.5983362933900679,0.6764558267101436,0.8308222177685254,0.7293104981699935,0.5217068720312867,0.5908281416752045
Adadelta-MLP,42,0.5250343172489484,0.6551168936794898,0.8060111763451763,0.708139900602727,0.47355485769347094,0.6247343589740095
RMSprop-MLP,12,0.600856669103834,0.6647126183794906,0.8273265536109597,0.708066589493931,0.4955904666923432,0.6222226930728874
RMSprop-MLP,15,0.5660128742155451,0.648900691207925,0.8030766479914044,0.6802190501197172,0.45893213931009136,0.5904944664494545
RMSprop-MLP,18,0.5463809883810434,0.6509739165379527,0.7916662413693603,0.6944866256059403,0.46384014075670177,0.5857314022479846
RMSprop-MLP,21,0.6290522933343058,0.6409266289577215,0.823182693744978,0.6960177588545952,0.4397590070080164,0.6121334278209646
RMSprop-MLP,24,0.6664678259366374,0.650659279936808,0.797561823281399,0.6884854188927446,0.4630973063242565,0.5204878041430883
RMSprop-MLP,25,0.49963438607001454,0.6418664652052946,0.7934550487149908,0.7134918832494401,0.4420435492292619,0.6258228044659988
RMSprop-MLP,30,0.6596638891723096,0.6560100626628919,0.8118896071370817,0.7010047687002982,0.475633139008911,0.5600751939728913
RMSprop-MLP,42,0.5177986982801194,0.6519105355767303,0.8037172066023812,0.7059796465423838,0.4660471868040559,0.6269331722821279
Adam-MLP,10,0.5493732705248406,0.674244090176496,0.829420806957021,0.7203899869714421,0.516857597167472,0.6348582610514886
Adam-MLP,11,0.5897098342489733,0.6464632444405813,0.8029144222294053,0.6764097527254338,0.4531216451983242,0.590316428957064
Adam-MLP,12,0.5643890939073436,0.6541876029623306,0.8077180286478683,0.6911564655206398,0.47138650217194333,0.605901197574477
Adam-MLP,15,0.5753200943813153,0.6501894135554905,0.801642721454191,0.6821813323745858,0.4619866470424242,0.5874956255468919
Adam-MLP,21,0.5545542694568865,0.6488662990909198,0.7964883056292544,0.6897049098311794,0.45885045748095,0.5970785842451998
Adam-MLP,18,0.5323696429889464,0.658224037018163,0.8110642528477332,0.7051870941213442,0.48076043450171646,0.626280529226577
Adam-MLP,24,0.5607560718768925,0.6507950330663212,0.8057318684639974,0.687267568459046,0.4634178978159289,0.6087771709918414
Adam-MLP,25,0.5759999723151473,0.6610749216264143,0.8140600304171204,0.6991880466746381,0.4873121528498726,0.6024778500273913
Adam-MLP,30,0.5787707606590188,0.6791066671338057,0.832693375195545,0.7274347975673167,0.5274772750788382,0.6149145694649604
Adam-MLP,42,0.5535532327538227,0.6520245702214199,0.8065915062367152,0.6933546378400327,0.4663154646757993,0.6187422682507688
ASGD-MLP,10,0.5802722499501816,0.6485902663438449,0.8052840506152161,0.6813645947986946,0.4581945615109523,0.602834576851641
ASGD-MLP,11,0.5750397199059318,0.6438445451246393,0.8011130805960555,0.6750430010438151,0.4468300499363336,0.6007970227315669
ASGD-MLP,12,0.5725116010473102,0.6494504662356058,0.805373222289976,0.6826029522195876,0.46023668934094986,0.6014285818451244
ASGD-MLP,15,0.572524425020491,0.6495786863564479,0.8020360240124255,0.6822720166279204,0.4605406227086968,0.593107916448333
ASGD-MLP,18,0.5636785015365516,0.6457935173331423,0.7986153861562346,0.6803065985299784,0.4515174383763053,0.6003923496455632
ASGD-MLP,21,0.5813325908465643,0.6478428067366788,0.7970156799476956,0.678564509291904,0.45641567738135225,0.5807811788208576
ASGD-MLP,25,0.5695404545506124,0.6472305045336347,0.8019404919670778,0.6799603267244299,0.45495539379659633,0.6003942379015021
ASGD-MLP,24,0.5809693906091749,0.646199883324718,0.8026021761506887,0.6767826403113905,0.452491209291203,0.5953767220334154
ASGD-MLP,30,0.5862382746417515,0.6541983828465955,0.8087961528814285,0.6883183835125262,0.47141169067290056,0.5949252155915934
Adagrad-MLP,10,0.5706360762518331,0.6503037984923586,0.8054261399993945,0.685405395274845,0.46225717531042465,0.6065397239744326
Adagrad-MLP,11,0.5742312115083575,0.6430366639524729,0.800324602234712,0.6738424500524827,0.44487871989533967,0.6000615513503857
ASGD-MLP,42,0.5613702094757143,0.6457583851750913,0.8001751447850698,0.6828857471477682,0.45143319396641,0.6090892244449244
Adagrad-MLP,15,0.5729873213519486,0.6482155546845954,0.8003935041030963,0.6801562387429938,0.45730329552709714,0.5910250180624543
Adagrad-MLP,12,0.5710059998086364,0.6483609196697628,0.8041656672294929,0.6815464971533738,0.4576491739981159,0.6021478234884324
Adagrad-MLP,18,0.5681294566057404,0.6488081792695862,0.8015914151550096,0.6819815791672083,0.4587124022915715,0.5965223375844861
Adagrad-MLP,21,0.5795326898730734,0.6488636844656902,0.7973987682820828,0.6803450574271278,0.4588442473499583,0.580763097281868
Adagrad-MLP,24,0.5761803233262703,0.6477108556600779,0.8034989672211816,0.6793030309230336,0.4561012197627805,0.5971155172674709
Adagrad-MLP,25,0.5724900049505852,0.6474617219496013,0.8020176891634315,0.6794071323855834,0.45550715030866273,0.5972862677570625
Adagrad-MLP,42,0.5653233370290806,0.6495273194635662,0.8044969083300871,0.6864224188404536,0.4604188768751355,0.6110889837410958
Adagrad-MLP,30,0.5825683129584981,0.6521384981958653,0.8057627578581374,0.6852280945104691,0.46658339790322156,0.5935826764785188
