model_name,seed,MAPE,NNSE,WI,R,R2,KGE
ARO-MLP,42,1.0,0.7132520299556103,0.8630568096877077,0.7734704397087343,0.5979710424907789,0.6915658343977849
SMA-MLP,10,1.0,0.693206418539006,0.8179616116264278,0.7582511274779642,0.5574282446668791,0.5642805402969058
SMA-MLP,11,1.0,0.7079587327586631,0.85483311581126,0.767071567140104,0.5874882903084533,0.6755786857833213
SMA-MLP,12,1.0,0.6681359813901481,0.7929734744379151,0.7146491507241365,0.5032986879117577,0.5324621103951714
SMA-MLP,15,1.0,0.6584640482886017,0.7656883251898741,0.709904199430081,0.4813141999186191,0.46912093537895316
SMA-MLP,18,1.0,0.6533223069618728,0.8138284880618409,0.6910192735268799,0.4693619223714047,0.6241684589077479
SMA-MLP,21,1.0,0.6832848103988219,0.8124369099717839,0.7380422162756609,0.5364814426120248,0.5583515922160932
SMA-MLP,24,1.0,0.6896778865602589,0.8240696185661366,0.7451819317806275,0.5500477549201115,0.5811791566796258
SMA-MLP,25,1.0,0.670453458894643,0.7973410887054894,0.7184956005343961,0.5084721590538579,0.5307549585314387
SMA-MLP,30,1.0,0.6560522380952767,0.7559812464284209,0.7122786313133432,0.4757311355216005,0.45674266863423096
SMA-MLP,42,1.0,0.6619692933052181,0.7993866694753904,0.6998759621905021,0.48935591104688303,0.5621016025722088
AOA-MLP,10,1.0,0.5332197944392537,0.25611798885878945,0.6769393290757627,0.12460075483202349,0.0456034359641766
AOA-MLP,11,1.0,0.48496898647075715,0.39767593617180275,0.22071200784930145,-0.0619875247637065,0.018487292893011653
AOA-MLP,12,1.0,0.6043015222922045,0.5988341088153942,0.6996476904535098,0.34519695365510084,0.24902385329385313
AOA-MLP,15,1.0,0.5812459043993594,0.6359274923761419,0.5321762127689906,0.2795577699022801,0.32146043726173656
AOA-MLP,18,1.0,0.5595153629509342,0.4259658349645874,0.6809380806299805,0.21273897694978305,0.13588443884970547
AOA-MLP,21,1.0,0.49382528346770665,0.19570597817658097,-1.0,-0.02500769700949168,0.0
AOA-MLP,24,1.0,0.49965396695809444,0.05537056981321464,-1.0,-0.0013850907419477032,0.0
AOA-MLP,25,1.0,0.49918394690197326,0.15531811195235445,0.24510134761502245,-0.0032695486427047893,-0.24127373744503067
AOA-MLP,30,1.0,0.4677523914039428,0.33979468901373433,-1.0,-0.13788324416372122,0.0
AOA-MLP,42,1.0,0.49425243296057175,0.2232100933173402,0.10742438330070388,-0.023257617590267676,-0.2880853674117234
GBO-MLP,10,1.0,0.7108213595387121,0.8611321335502321,0.7703800196895871,0.5931767713776205,0.6870175271867952
GBO-MLP,11,1.0,0.7079543085325948,0.8549094977934479,0.766517934923131,0.5874794630846445,0.6688073315621008
GBO-MLP,12,1.0,0.7087178360366415,0.8578324102621624,0.7675315445083494,0.5890012228388466,0.6770038373332018
GBO-MLP,15,1.0,0.7139448395905383,0.8647793157192628,0.774602955124031,0.5993315666046133,0.7007201495195852
GBO-MLP,18,1.0,0.7126564035820577,0.8635723304167557,0.7728736667307194,0.5967992499981002,0.6951054528239895
GBO-MLP,21,1.0,0.7068193434857851,0.8597695263027821,0.7657113291544816,0.5852113284444782,0.6867831243224252
GBO-MLP,24,1.0,0.7100137365110084,0.8599361169240858,0.7693322261040446,0.5915765448229527,0.6813244800636171
GBO-MLP,25,1.0,0.7135214410463105,0.8619484714271537,0.7736750777693989,0.5985004199262798,0.6865019385952472
GBO-MLP,30,1.0,0.7117319243135067,0.8594265444228768,0.7714129619100797,0.5949766115036372,0.673260019084086
GBO-MLP,42,1.0,0.7082680044782718,0.8577518901705076,0.7669885322216287,0.5881050765004903,0.6758690460075276
WOA-MLP,10,1.0,0.6315830075723241,0.7440626689075382,0.6471978171894259,0.41667684530684956,0.46531205700675426
WOA-MLP,11,1.0,0.7007152900365299,0.839973939080715,0.7586582545884638,0.5728868568746834,0.6232091388163418
WOA-MLP,12,1.0,0.7020643669892919,0.8465414792727584,0.7588969506917523,0.5756291772955736,0.6475713135483105
WOA-MLP,15,1.0,0.6952282754644394,0.82844191652455,0.7535058524879467,0.561623519509529,0.5927230450976894
WOA-MLP,18,1.0,0.6985353391997197,0.8473788884913286,0.7539994456375424,0.5684332003221844,0.6585096044566002
WOA-MLP,21,1.0,0.673334481337808,0.8237611721266673,0.7179977142274039,0.514854017258763,0.6203830640442003
WOA-MLP,24,1.0,0.6705383867769563,0.7739665046897837,0.7412142463236062,0.5086610703875575,0.4693768810147583
WOA-MLP,25,1.0,0.6807073069535386,0.8115967491284004,0.7328103546014245,0.5309398183553589,0.5644554108612367
WOA-MLP,30,1.0,0.707123746505881,0.8486995115163021,0.7662530316942896,0.5858203674515077,0.6436777785497942
WOA-MLP,42,1.0,0.6792740545829632,0.8250416071876144,0.7265301308099872,0.5278401357255654,0.611595983561141
ASO-MLP,10,1.0,0.6708194707309937,0.7997344443958856,0.7192140261083104,0.5092859649552248,0.5315566394093485
ASO-MLP,11,1.0,0.657311561855006,0.802772579154,0.6922252118729608,0.4786514371086229,0.57168006385354
ASO-MLP,12,1.0,0.6684666882684047,0.788410010652871,0.7187965974589231,0.5040391427875055,0.5140330543484672
ASO-MLP,15,1.0,0.667174566931417,0.7837073767687913,0.7437992601100416,0.5011419056344272,0.45241461989611476
ASO-MLP,18,1.0,0.5966258137833074,0.7565653825993016,0.662192383359522,0.32390758680247633,0.5883121360076978
ASO-MLP,21,1.0,0.6351778048851769,0.7614554853539541,0.6546520467173219,0.4256376839540652,0.5148525301765048
ASO-MLP,24,1.0,0.6520901934072175,0.770738851195565,0.6878889127859805,0.4664698072287683,0.5004980814892647
ASO-MLP,25,1.0,0.6672502485409472,0.7891935780235495,0.7347861699007975,0.5013119108060804,0.5553236100655636
ASO-MLP,30,1.0,0.6547483599416455,0.775175532866547,0.7004144977425987,0.4726956779408731,0.47363566153881487
ASO-MLP,42,1.0,0.6150944599523333,0.7335092293442529,0.6301901308092729,0.37423344687985804,0.492161014666297
