model_name,seed,MAPE,NNSE,WI,R,R2,KGE
GD-MLP,12,1.0,0.4644333472200353,0.17743866358416138,-0.06885347848815407,-0.15316149450876648,-0.2804334956124992
GD-MLP,11,1.0,0.4994265332050364,0.24323814553272494,0.1223170466944679,-0.0022965011141216074,-0.15502669849032236
GD-MLP,10,1.0,0.475216485923267,0.13915945902881388,-0.1259396078379371,-0.10430410059778406,-0.37534481960292365
GD-MLP,15,1.0,0.4401877157758924,0.18203178370296502,-0.21809437208038984,-0.2717580799304229,-0.3791053169502381
GD-MLP,18,1.0,0.33825241326350636,0.16450620543568406,-0.39796268018499514,-0.9563721078938083,-0.44025767867174026
GD-MLP,21,1.0,0.39877813792254363,0.07515121439043915,-0.46337573054951253,-0.5076600367551598,-0.5994376601233193
GD-MLP,24,1.0,0.45880756567883935,0.1233736110849114,-0.1989776350781277,-0.17956301248090112,-0.4037660948033379
GD-MLP,30,1.0,0.5453249606407504,0.4698636675839789,0.4309249512051497,0.16623101421029463,0.10954647587074728
GD-MLP,25,1.0,0.4964903509838927,0.15676140770695224,0.04604622589844055,-0.01413783373293076,-0.28103274308149695
GD-MLP,42,1.0,0.4627810030604047,0.1735270504765538,-0.15030812991091808,-0.1608492859190993,-0.3740303939706502
Adadelta-MLP,10,1.0,0.732399021393868,0.8947852365924379,0.8346621707860149,0.6346240631277114,0.7897586988055774
Adadelta-MLP,11,1.0,0.7274595489553706,0.8926916692321188,0.8272250033009405,0.6253531190345958,0.7870809468652998
Adadelta-MLP,18,1.0,0.7662482766433595,0.9086436616142358,0.8384434883857702,0.6949399685691727,0.781822816050609
Adadelta-MLP,12,1.0,0.770503489634937,0.9084937461506639,0.8420760772409992,0.7021473446229323,0.7648677667313726
Adadelta-MLP,21,1.0,0.7526628525273552,0.8971544181436371,0.8213664611977421,0.671383878396396,0.7842391271350895
Adadelta-MLP,15,1.0,0.768753828845035,0.9107058693573509,0.8415915368489443,0.6991934706817837,0.8247044229098235
Adadelta-MLP,24,1.0,0.7558431263206231,0.8979786370863176,0.8354306578961572,0.6769741429443028,0.797825452701872
Adadelta-MLP,25,1.0,0.7820405718840383,0.9143151534618599,0.8521722872554673,0.7212939635716484,0.7739156566124035
RMSprop-MLP,10,1.0,0.8192352414789882,0.9312544639724445,0.8838146173195396,0.7793493866368929,0.8067362969819039
RMSprop-MLP,11,1.0,0.8134149840814666,0.9268011092260535,0.8844037568787638,0.7706152215412765,0.8083354922214518
Adadelta-MLP,30,1.0,0.7539382964671567,0.90036931972434,0.8355045299713642,0.6736315097855461,0.7327258396834824
Adadelta-MLP,42,1.0,0.7934669393614624,0.9187815190986577,0.8612841021084554,0.739708045297081,0.7794128356477263
RMSprop-MLP,12,1.0,0.8088484427153442,0.9255918247653826,0.8828288690567024,0.7636744448157053,0.8228339729294065
RMSprop-MLP,15,1.0,0.8177483004851832,0.9367929773661813,0.8908219841354564,0.7771298339517381,0.8713754711598667
RMSprop-MLP,18,1.0,0.8134788722302839,0.9290736299291386,0.8785589087126073,0.7707117736710994,0.8120714584535789
RMSprop-MLP,24,1.0,0.8174535541571409,0.9302643798545304,0.890920309329597,0.7766889079941932,0.8312565070440955
RMSprop-MLP,21,1.0,0.7796739477388307,0.9083301343306429,0.8525665692618029,0.7174125762440217,0.7907036943058278
RMSprop-MLP,25,1.0,0.8394441219041395,0.9423254115768357,0.9000462727018235,0.8087354787455464,0.8308190393706504
RMSprop-MLP,42,1.0,0.8335747909199978,0.9402005835301237,0.8959609265992605,0.8003475982085273,0.8187093123090288
RMSprop-MLP,30,1.0,0.727784236139247,0.8864397228025543,0.860845407565875,0.625966391763575,0.6314411753344377
Adam-MLP,10,1.0,0.738305836213604,0.8975852208521069,0.8134055273002534,0.6455477514189885,0.8066029828332134
Adam-MLP,11,1.0,0.7390853476914527,0.8976120863613706,0.8139137349886995,0.6469762888365747,0.8066032271550347
Adam-MLP,12,1.0,0.7690439262142191,0.9109249933576635,0.839355741120241,0.699684158585439,0.8181794424503828
Adam-MLP,15,1.0,0.7634068175176517,0.9096704257661241,0.8350774282778407,0.6900824343543701,0.8185730361909758
Adam-MLP,18,1.0,0.7435343279768328,0.9003290069913601,0.8183294823540822,0.6550721837941043,0.8110064149175087
Adam-MLP,21,1.0,0.7544164470598788,0.9028181113239181,0.8262035096095033,0.6744721646814402,0.8095265698337211
Adam-MLP,24,1.0,0.7754095265478028,0.9092315227310793,0.8434139351767473,0.7103588932520659,0.7921974463566215
Adam-MLP,25,1.0,0.7598717364911561,0.9031571186769037,0.8289520686777261,0.6839884259708366,0.7961605261513997
Adam-MLP,42,1.0,0.7727100862435952,0.9082862592251546,0.8413249977386966,0.7058535694009925,0.7974672015112438
Adam-MLP,30,1.0,0.7452427621856456,0.9014399261383759,0.8206055754767715,0.6581553679673409,0.814407217326813
ASGD-MLP,10,1.0,0.7078503711519448,0.8575443749596064,0.7679853080000367,0.587272055289573,0.6993988353998081
ASGD-MLP,11,1.0,0.6884316719727906,0.837088596795442,0.7405578003360943,0.5474230185628013,0.651489477404982
ASGD-MLP,12,1.0,0.7233685995834486,0.8681443606160836,0.7862777766218982,0.6175789209320814,0.7010709410863252
ASGD-MLP,15,1.0,0.6940474713993235,0.8386175034641556,0.7482109896472983,0.5591763658704474,0.637290031862987
ASGD-MLP,18,1.0,0.7027022121054827,0.8507002775566155,0.760276016876534,0.576922083390439,0.6769867562664127
ASGD-MLP,21,1.0,0.6366481408563087,0.7850268833421719,0.6598856663459568,0.42927366652642185,0.567632337439701
ASGD-MLP,24,1.0,0.649073590334856,0.7898295515982408,0.6783385979475147,0.45934264636448774,0.5654375109087797
ASGD-MLP,25,1.0,0.6535412889093128,0.8165372854626527,0.6940875574718939,0.4698747929623729,0.631057237616426
ASGD-MLP,30,1.0,0.7291538871026049,0.8722388649099639,0.7936141231819719,0.6285473921374265,0.7067242259981921
Adagrad-MLP,10,1.0,0.7187452047046815,0.8797194625508453,0.7881036572271849,0.6086863697255822,0.7691873557865958
ASGD-MLP,42,1.0,0.6600626117053842,0.8025481822633256,0.6967735824538437,0.4849922079114134,0.5775135533192073
Adagrad-MLP,11,1.0,0.7235717288481859,0.88322968391118,0.7934660974625729,0.6179670098611438,0.7747548973605128
Adagrad-MLP,12,1.0,0.760828328602587,0.9069004933616875,0.832218662227107,0.6856430519133015,0.8152180612784931
Adagrad-MLP,15,1.0,0.7456734071870884,0.8977226280719981,0.8166733015490237,0.6589303167289947,0.7974587843723361
Adagrad-MLP,18,1.0,0.7368762018183193,0.8932281394877416,0.8086233779869638,0.6429199402390859,0.7932995758905159
Adagrad-MLP,21,1.0,0.7356993108016217,0.8916913072179198,0.8073381076678174,0.6407490324948177,0.7917559783282532
Adagrad-MLP,24,1.0,0.732379063970318,0.8825459555849428,0.7988508208431166,0.6345868564580812,0.7559619886169017
Adagrad-MLP,25,1.0,0.7494946218928297,0.9025330118231775,0.8228707569738146,0.6657676108808821,0.8122246709616183
Adagrad-MLP,30,1.0,0.7424731499073126,0.8976135536329699,0.8156701357947224,0.6531499487559436,0.8043621216143844
Adagrad-MLP,42,1.0,0.7597344394283202,0.9039994483247873,0.829504872210212,0.6837506000748457,0.8026664176453615
